stratification,strata,year,measure,prevalence,median_prevalence,prevalence_lci,prevalence_uci,file_name
FIPS,01021,2022-2023,Obesity,0.4726160919978896,0.4705208677707423,0.3189745984593011,0.6258204271742329,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01023,2022-2023,Obesity,0.5870642997790856,0.5861441332097705,0.4865041703096837,0.6907319690505617,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01025,2022-2023,Obesity,0.6090619430070092,0.6112255635094688,0.48782200172109513,0.7258569042018103,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01027,2022-2023,Obesity,0.5543705584275379,0.5580307090212792,0.4131346941205417,0.6755959896605293,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01029,2022-2023,Obesity,0.4897844305692081,0.48640967066501184,0.342377243833242,0.6314158154581107,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01031,2022-2023,Obesity,0.5845281102711288,0.5856024675663525,0.455060159238968,0.7162660304876228,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01033,2022-2023,Obesity,0.5007311153227846,0.4988413529178103,0.37713987571279406,0.6307407610052206,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01035,2022-2023,Obesity,0.57304846468489,0.5714589806740779,0.4747467966796847,0.6817369116466301,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01037,2022-2023,Obesity,0.5049288574297636,0.5008914637818924,0.3832661953298565,0.6298234362190726,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01039,2022-2023,Obesity,0.6937853201656626,0.6995283700543231,0.5556121854772593,0.8148166937412382,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01041,2022-2023,Obesity,0.5783742534433701,0.5780709023090331,0.449925828163547,0.6998543825635685,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01043,2022-2023,Obesity,0.5346953744198983,0.5371912567334647,0.37493681094006426,0.6872352378300173,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01045,2022-2023,Obesity,0.5983513086316774,0.5976930199604685,0.4802180011426177,0.7276375937847548,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01047,2022-2023,Obesity,0.7152530356189941,0.7169672698711184,0.5926831793937901,0.8143741272984316,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01049,2022-2023,Obesity,0.33969093026121555,0.33740731522244105,0.2031491707878903,0.48474347170672194,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01051,2022-2023,Obesity,0.4607593814890734,0.46031055219765427,0.34055042888879217,0.5901284615485194,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01053,2022-2023,Obesity,0.5949286612218945,0.5965714889754918,0.4703126945686339,0.7150882006910462,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01055,2022-2023,Obesity,0.5234760690197643,0.5224388574949654,0.4026930252142438,0.6565398332801294,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01057,2022-2023,Obesity,0.575380682566573,0.5784446631056316,0.4266392218573157,0.7120906880730175,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01059,2022-2023,Obesity,0.4162544247035563,0.412183514764577,0.293360791411279,0.5455706323915821,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01061,2022-2023,Obesity,0.5505366460705232,0.5521105185634858,0.4155231111997414,0.6748205678652406,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01063,2022-2023,Obesity,0.6411488266284935,0.6429779169931213,0.5047476708278954,0.7609595699378905,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01065,2022-2023,Obesity,0.5407683911082839,0.5419042432980221,0.42646643334702367,0.6458795507832858,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01067,2022-2023,Obesity,0.5418781120540614,0.5415041344105945,0.43244013492748823,0.6605663154592748,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01069,2022-2023,Obesity,0.4786444834331424,0.4784028820631593,0.3550027730012446,0.6031635212419273,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01071,2022-2023,Obesity,0.6099168338708719,0.6095718339403182,0.4538906637944452,0.7577772696454854,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01073,2022-2023,Obesity,0.5412180775861615,0.5404460163628322,0.43678330252362113,0.6555140688637109,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01075,2022-2023,Obesity,0.5105650126915329,0.5085242359882975,0.3833934136404248,0.6664418631838155,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01077,2022-2023,Obesity,0.5279077383692522,0.5325775569796207,0.3796919241070126,0.6758104084132663,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01079,2022-2023,Obesity,0.4443251194135759,0.4454125863775899,0.32116566814267933,0.5824605971152672,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01081,2022-2023,Obesity,0.5000701418083213,0.5020229262052183,0.3800616554015088,0.6163104933048558,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01083,2022-2023,Obesity,0.5437121369499942,0.5467047419376687,0.3958076692873837,0.6826885192508305,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01085,2022-2023,Obesity,0.5066148758142585,0.506749602724277,0.38825505035679847,0.6445165278757179,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01087,2022-2023,Obesity,0.570229520037623,0.5716413024814648,0.44334054372563714,0.6890002859729303,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01089,2022-2023,Obesity,0.46250092438040535,0.46101711366125464,0.34313651879293183,0.5822446914393797,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01091,2022-2023,Obesity,0.4302276070939025,0.4258147424872688,0.30596793706710523,0.5607091340401581,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01093,2022-2023,Obesity,0.47477276851990335,0.47752969511546306,0.3154510304712762,0.6194572726576844,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01095,2022-2023,Obesity,0.47881042592114703,0.4785592653917593,0.3440758340420475,0.6180407874858763,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01097,2022-2023,Obesity,0.4927055471926172,0.4930840162322649,0.37848470916302424,0.6088545951920576,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01099,2022-2023,Obesity,0.5422492300072359,0.5404931817422376,0.4190823276027208,0.6640053333263272,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01101,2022-2023,Obesity,0.49903776583032183,0.49931740078220144,0.3756312695111577,0.6024284690990522,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01103,2022-2023,Obesity,0.4837985552759505,0.4861327588252596,0.3550948788126126,0.6144846339603289,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01105,2022-2023,Obesity,0.5818538129778371,0.5838781809528149,0.4727986617614942,0.6820772718919594,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01107,2022-2023,Obesity,0.5392775939546287,0.5410963485716127,0.4350610922554653,0.6403326086226415,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01109,2022-2023,Obesity,0.511484451827156,0.5141583899648757,0.3817836482926168,0.6307301261277055,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01111,2022-2023,Obesity,0.47098123265751934,0.4726555054858791,0.34544729701333277,0.6081441932072523,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01113,2022-2023,Obesity,0.5757213979140602,0.5750715096309433,0.4637681949491018,0.6855155731469097,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01115,2022-2023,Obesity,0.4082836554093193,0.40338493423234423,0.2707867979835852,0.5696573771818287,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01117,2022-2023,Obesity,0.5150435351648986,0.5142863825550832,0.3825666799763978,0.6378118964713879,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01119,2022-2023,Obesity,0.5427195843095585,0.5469477518287538,0.42424163163789547,0.6502076647619345,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01121,2022-2023,Obesity,0.5493245015392367,0.5483964059348738,0.4195002985128228,0.6795547148946148,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01123,2022-2023,Obesity,0.49466361056795294,0.4893733809049476,0.3625897430979379,0.644914574440241,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01125,2022-2023,Obesity,0.538707118186835,0.5399407619187777,0.4122939722233214,0.6475284829775481,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01127,2022-2023,Obesity,0.4516288890703066,0.4467756794998205,0.3044820238608038,0.6066007564697495,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01129,2022-2023,Obesity,0.5110421742235736,0.5076094177800592,0.3892749109121322,0.6336288579970384,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01131,2022-2023,Obesity,0.5581688017622679,0.5584694735785131,0.43537811812678034,0.685864959489432,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,01133,2022-2023,Obesity,0.5617505102336184,0.5594812719352547,0.4118913533789141,0.7193544392954022,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02013,2022-2023,Obesity,0.4165850156149305,0.41492213362557784,0.3165867207312373,0.5230473946118306,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02016,2022-2023,Obesity,0.36494731125656266,0.3626161500289932,0.27673305551346555,0.4693131694827702,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02020,2022-2023,Obesity,0.5327974702120276,0.5338282034807214,0.4094735118369542,0.6450460225766479,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02050,2022-2023,Obesity,0.5018913778545556,0.5051815290294609,0.3465557462361202,0.6544993077292265,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02060,2022-2023,Obesity,0.4303248932407003,0.4313728677005126,0.309513613157683,0.5428828654270619,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02063,2022-2023,Obesity,0.4598468002990189,0.4615830314024516,0.3433690904371019,0.5764921171307261,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02066,2022-2023,Obesity,0.4792044922010461,0.4770935553322473,0.36468056702559326,0.5966017294634096,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02068,2022-2023,Obesity,0.4085009753776379,0.4015857486630898,0.27281430802902207,0.5654071266641025,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02070,2022-2023,Obesity,0.4821560385030722,0.487396572311631,0.33428294963768135,0.6259274559063859,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02090,2022-2023,Obesity,0.31955707014999324,0.31346374737260163,0.20106415512299683,0.4527007476804034,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02100,2022-2023,Obesity,0.4463376305223666,0.4466110463516615,0.3150104900044526,0.5886584190386264,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02105,2022-2023,Obesity,0.49310686807203014,0.4930823487403219,0.37029388610410974,0.615685295810672,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02110,2022-2023,Obesity,0.4460190533031754,0.44590043418350106,0.3274007372107667,0.5662404540573903,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02122,2022-2023,Obesity,0.5691175169357756,0.566742270778397,0.4117031152078532,0.7134742271074956,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02130,2022-2023,Obesity,0.6465276781476214,0.6496300087434914,0.5144552095476983,0.764753202367908,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02150,2022-2023,Obesity,0.41884419677384255,0.4185115710796274,0.2711255183507325,0.5627859241724504,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02158,2022-2023,Obesity,0.5476680913355264,0.5502406076726494,0.3756447217241195,0.7061640002734144,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02164,2022-2023,Obesity,0.5016826798591637,0.506327105380378,0.35547548821071556,0.6465827850791117,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02170,2022-2023,Obesity,0.4932326272571782,0.4937469505839178,0.3302194619862706,0.6612138052595344,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02180,2022-2023,Obesity,0.48760511203314005,0.49266925017749974,0.3307174272361252,0.6188287719828809,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02185,2022-2023,Obesity,0.4136565882860825,0.41358594494890255,0.29762118726005193,0.5285216112761792,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02188,2022-2023,Obesity,0.4677351716010423,0.4683274066315396,0.3301647889231243,0.6111578600365539,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02195,2022-2023,Obesity,0.4497136468840953,0.44950838913633295,0.34462079754641334,0.552277386799584,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02198,2022-2023,Obesity,0.4286135661065245,0.42739214678729065,0.322878522064451,0.5383176157302236,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02220,2022-2023,Obesity,0.4508128302608101,0.45267294687067855,0.3323221502361974,0.5577806715550189,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02230,2022-2023,Obesity,0.4494387486776284,0.4480394548385744,0.31395802494841984,0.6012819215332946,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02240,2022-2023,Obesity,0.41872291538586576,0.4176456967923291,0.3033486548047504,0.5366436166116153,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02275,2022-2023,Obesity,0.45602161196133184,0.45782364066535014,0.33444463267169994,0.5750456249347591,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02282,2022-2023,Obesity,0.4148569565566134,0.41465415449858967,0.32013116497457106,0.515259343496488,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,02290,2022-2023,Obesity,0.4501065424969752,0.4526436213902928,0.32600744903578827,0.5813960700502412,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04001,2022-2023,Obesity,0.5100384339405905,0.5114420264036752,0.37666948331145816,0.6305238850644399,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04003,2022-2023,Obesity,0.38568539242495176,0.3853673885209691,0.2797117218895644,0.49490817267251097,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04005,2022-2023,Obesity,0.4200828593906733,0.41697828896409295,0.30939710167545,0.53757784747798,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04007,2022-2023,Obesity,0.5429793424662489,0.5470229310452686,0.4087021556579159,0.6638478873742717,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04009,2022-2023,Obesity,0.4373869101225733,0.43422427291783394,0.33607305161209866,0.5589715713491598,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04011,2022-2023,Obesity,0.5107263974039569,0.5110938975747585,0.3966793100934519,0.6360868370793403,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04012,2022-2023,Obesity,0.48426153125039945,0.4846635959545914,0.34793348656411976,0.6324160356374402,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04013,2022-2023,Obesity,0.4556792188711701,0.452012731211743,0.3539981066633655,0.5716957360588153,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04015,2022-2023,Obesity,0.5363221046816278,0.53192865080684,0.4006712292650525,0.6779271162945599,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04017,2022-2023,Obesity,0.5657308088863006,0.5653777520352623,0.4556002942497784,0.6765211710795213,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04019,2022-2023,Obesity,0.4320225002471724,0.4310224095667792,0.3161001685926509,0.5380176217432167,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04021,2022-2023,Obesity,0.45982468418389943,0.4590832885882261,0.33483007643133356,0.5689629268375854,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04023,2022-2023,Obesity,0.5388980588483624,0.54269612985746,0.3992092706324238,0.6799649393252485,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04025,2022-2023,Obesity,0.4676974482255878,0.465629362958085,0.32467596501425744,0.6089006617650343,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,04027,2022-2023,Obesity,0.48520703576673985,0.4902046897597764,0.36301623956787854,0.6089066814729274,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05001,2022-2023,Obesity,0.552195289413921,0.5520756157539128,0.4274614845552469,0.6754360420429524,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05003,2022-2023,Obesity,0.5556397069131209,0.5540516234333124,0.42835583897684126,0.6865922393505871,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05005,2022-2023,Obesity,0.5826785762765376,0.5841680537354484,0.4104637010293704,0.7301052611334453,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05007,2022-2023,Obesity,0.4675979297326523,0.4672802502264527,0.346041844727465,0.6002174303663865,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05009,2022-2023,Obesity,0.5994039266664177,0.6012882737782982,0.4470702677787186,0.7435151048054691,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
FIPS,05011,2022-2023,Obesity,0.5202035376728068,0.5172077028548093,0.4163588872499392,0.6278353366223087,C:/Cloud/OneDrive - Emory University/Papers/Pursuant User Profiles/working/model/ktana10/glmer_20222023_county_obesity estimates.csv
