,index,page,link,partition_key,file_name,file_extension,file_size_bytes,modified_at,external_id,download_link
40,40,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b40e4c118858/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_46.csv.gz,.csv.gz,209764347,2025-07-04T05:01:15.661000+00:00,dwll_01981e44-9594-7ee1-b9bb-b40e4c118858,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b40e4c118858/link
41,41,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b41f92b02b34/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_47.csv.gz,.csv.gz,209756098,2025-07-04T05:01:46.160000+00:00,dwll_01981e44-9594-7ee1-b9bb-b41f92b02b34,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b41f92b02b34/link
42,42,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b42ffb2c6965/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_48.csv.gz,.csv.gz,209745636,2025-07-04T05:02:42.954000+00:00,dwll_01981e44-9594-7ee1-b9bb-b42ffb2c6965,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b42ffb2c6965/link
43,43,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b43815624f05/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_49.csv.gz,.csv.gz,209759733,2025-07-04T05:03:07.597000+00:00,dwll_01981e44-9594-7ee1-b9bb-b43815624f05,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b43815624f05/link
44,44,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4418d168fa8/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_4.csv.gz,.csv.gz,209717987,2025-07-04T04:19:57.686000+00:00,dwll_01981e44-9594-7ee1-b9bb-b4418d168fa8,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4418d168fa8/link
45,45,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b45e8a39baac/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_50.csv.gz,.csv.gz,209749372,2025-07-04T05:03:45.063000+00:00,dwll_01981e44-9594-7ee1-b9bb-b45e8a39baac,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b45e8a39baac/link
46,46,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4609e71ec72/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_51.csv.gz,.csv.gz,209763037,2025-07-04T05:04:36.575000+00:00,dwll_01981e44-9594-7ee1-b9bb-b4609e71ec72,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4609e71ec72/link
47,47,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b47082d14af1/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_52.csv.gz,.csv.gz,209725390,2025-07-04T05:05:18.277000+00:00,dwll_01981e44-9594-7ee1-b9bb-b47082d14af1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b47082d14af1/link
48,48,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4872c019370/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_53.csv.gz,.csv.gz,209749051,2025-07-04T05:06:02.608000+00:00,dwll_01981e44-9594-7ee1-b9bb-b4872c019370,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b4872c019370/link
49,49,1,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b498874820d6/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_54.csv.gz,.csv.gz,209734425,2025-07-04T05:07:07.500000+00:00,dwll_01981e44-9594-7ee1-b9bb-b498874820d6,https://app.deweydata.io/api/v1/downloads/01981e44-9594-7ee1-b9bb-b498874820d6/link
50,50,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b2ffbeaa3276/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_55.csv.gz,.csv.gz,132600863,2025-07-04T05:34:30.628000+00:00,dwll_01981e44-9837-7861-9944-b2ffbeaa3276,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b2ffbeaa3276/link
51,51,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b30db54ee172/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_5.csv.gz,.csv.gz,209761717,2025-07-04T04:20:57.786000+00:00,dwll_01981e44-9837-7861-9944-b30db54ee172,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b30db54ee172/link
52,52,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b319cbcda094/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_6.csv.gz,.csv.gz,209733094,2025-07-04T04:21:50.296000+00:00,dwll_01981e44-9837-7861-9944-b319cbcda094,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b319cbcda094/link
53,53,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b32ef449d6c0/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_7.csv.gz,.csv.gz,209756922,2025-07-04T04:22:42.823000+00:00,dwll_01981e44-9837-7861-9944-b32ef449d6c0,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b32ef449d6c0/link
54,54,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b336c3362c86/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_8.csv.gz,.csv.gz,209775610,2025-07-04T04:23:38.844000+00:00,dwll_01981e44-9837-7861-9944-b336c3362c86,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b336c3362c86/link
55,55,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b34e0b23f1bb/link,2019-01,data_01bd7440-0105-dcc9-0042-fa0702ed2712_03_1_9.csv.gz,.csv.gz,209744314,2025-07-04T04:24:22.608000+00:00,dwll_01981e44-9837-7861-9944-b34e0b23f1bb,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b34e0b23f1bb/link
56,56,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b35badf22e50/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_0.csv.gz,.csv.gz,209755986,2025-07-04T04:15:57.132000+00:00,dwll_01981e44-9837-7861-9944-b35badf22e50,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b35badf22e50/link
57,57,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b36621a4c77a/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_10.csv.gz,.csv.gz,209769726,2025-07-04T04:25:58.508000+00:00,dwll_01981e44-9837-7861-9944-b36621a4c77a,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b36621a4c77a/link
58,58,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b377e47c64a9/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_11.csv.gz,.csv.gz,209784743,2025-07-04T04:26:40.720000+00:00,dwll_01981e44-9837-7861-9944-b377e47c64a9,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b377e47c64a9/link
59,59,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3822a1c50ef/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_12.csv.gz,.csv.gz,209749612,2025-07-04T04:27:21.620000+00:00,dwll_01981e44-9837-7861-9944-b3822a1c50ef,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3822a1c50ef/link
60,60,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b399d1bdc30e/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_13.csv.gz,.csv.gz,209726275,2025-07-04T04:28:03.778000+00:00,dwll_01981e44-9837-7861-9944-b399d1bdc30e,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b399d1bdc30e/link
61,61,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3a932e04da2/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_14.csv.gz,.csv.gz,209762667,2025-07-04T04:28:47.899000+00:00,dwll_01981e44-9837-7861-9944-b3a932e04da2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3a932e04da2/link
62,62,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3b23ae537db/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_15.csv.gz,.csv.gz,209744894,2025-07-04T04:29:14.468000+00:00,dwll_01981e44-9837-7861-9944-b3b23ae537db,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3b23ae537db/link
63,63,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3c44307015f/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_16.csv.gz,.csv.gz,209718855,2025-07-04T04:29:42.317000+00:00,dwll_01981e44-9837-7861-9944-b3c44307015f,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3c44307015f/link
64,64,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3de08c3e989/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_17.csv.gz,.csv.gz,209725825,2025-07-04T04:30:46.013000+00:00,dwll_01981e44-9837-7861-9944-b3de08c3e989,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3de08c3e989/link
65,65,2,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3e55584a435/link,2019-02,data_01bd7440-0105-dcc9-0042-fa0702ed2712_13_4_18.csv.gz,.csv.gz,209762121,2025-07-04T04:31:57.085000+00:00,dwll_01981e44-9837-7861-9944-b3e55584a435,https://app.deweydata.io/api/v1/downloads/01981e44-9837-7861-9944-b3e55584a435/link
